Código_Actividad,identificacion,Código_Actividad,Hora del Dia,Etiqueta Interacción,Etiqueta Actividad,Etiqueta Actividad Resumida,Preocupación,Prisa,Irritación,Depresión,Tensión,Calma,Disfrute,Lugar de actividad,Zona_Actividad,Total en minutos de la actividad,Hora actividad redondeada,A_gusto_en_la_Interacción,Minutos*Preoc,Minutos*Prisa,Minutos*Irritación,Minutos*Depresión,Minutos*Tensión,Minutos*Calma,Minutos*Disfrute,Minutos*AgustInter
Claudia3313Orlando14,Claudia3313Orlando,Claudia3313Orlando14,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,8,8,Casa donde vive,3,90,21:00:00,9,90,90,90,90,90,720,720,810
Claudia41313Gaston1,Claudia41313Gaston,Claudia41313Gaston1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,5,2,Casa donde vive,4,15,8:00:00,,15,15,15,15,15,75,30,
Claudia41313Gaston2,Claudia41313Gaston,Claudia41313Gaston2,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,8,Casa donde vive,4,30,8:00:00,,30,30,30,30,30,210,240,
Claudia41313Gaston3,Claudia41313Gaston,Claudia41313Gaston3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,7,9,"Viajó a algún lado (coche, caminando, bicicleta)",12,20,9:00:00,,20,20,20,20,20,140,180,
Claudia41313Gaston4,Claudia41313Gaston,Claudia41313Gaston4,Mañana,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,1,1,1,1,1,7,9,Lugar de trabajo,12,240,11:00:00,9,240,240,240,240,240,1680,2160,2160
Claudia41313Gaston5,Claudia41313Gaston,Claudia41313Gaston5,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,10,13:00:00,,10,10,10,10,10,80,80,
Claudia41313Gaston6,Claudia41313Gaston,Claudia41313Gaston6,Tarde,Estaba solo,Trámites,Trámites o Salud,1,5,1,1,1,8,6,"Bancos, u otra entidad financiera ",12,55,13:00:00,,55,275,55,55,55,440,330,
Claudia41313Gaston7,Claudia41313Gaston,Claudia41313Gaston7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,7,9,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,14:00:00,,20,20,20,20,20,140,180,
Claudia41313Gaston8,Claudia41313Gaston,Claudia41313Gaston8,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,9,Casa donde vive,4,30,14:00:00,,30,30,30,30,30,210,270,
Claudia41313Gaston9,Claudia41313Gaston,Claudia41313Gaston9,Tarde,Con compañeros de trabajo / escuela / club,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",1,1,1,1,2,6,8,Casa donde vive,4,20,15:00:00,8,20,20,20,20,40,120,160,160
Claudia41313Gaston10,Claudia41313Gaston,Claudia41313Gaston10,Tarde,Con sus hijos adultos,Trabajó,Trabajó,1,1,1,1,1,7,9,Casa donde vive,4,120,16:00:00,9,120,120,120,120,120,840,1080,1080
Claudia41313Gaston11,Claudia41313Gaston,Claudia41313Gaston11,Tarde,Con sus hijos adultos,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,4,40,17:00:00,9,40,40,40,40,40,320,360,360
Claudia41313Gaston12,Claudia41313Gaston,Claudia41313Gaston12,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",13,20,18:00:00,,20,20,20,20,20,160,180,
Claudia41313Gaston13,Claudia41313Gaston,Claudia41313Gaston13,Noche,Con sus hijos adultos,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",1,1,1,1,1,8,10,Casa de amigos,13,60,19:00:00,10,60,60,60,60,60,480,600,600
Claudia41313Gaston14,Claudia41313Gaston,Claudia41313Gaston14,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,7,9,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,19:00:00,,20,20,20,20,20,140,180,
Claudia41313Gaston15,Claudia41313Gaston,Claudia41313Gaston15,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,8,9,Casa donde vive,4,50,20:00:00,,50,50,50,50,50,400,450,
Claudia41313Gaston16,Claudia41313Gaston,Claudia41313Gaston16,Noche,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,4,30,20:00:00,,30,30,30,30,30,240,270,
Claudia41313Guillermo1,Claudia41313Guillermo,Claudia41313Guillermo1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",4,1,1,1,5,5,8,Casa donde vive,4,20,7:00:00,,80,20,20,20,100,100,160,
Claudia41313Guillermo2,Claudia41313Guillermo,Claudia41313Guillermo2,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,10,"Viajó a algún lado (coche, caminando, bicicleta)",4,10,8:00:00,,10,10,10,10,10,80,100,
Claudia41313Guillermo3,Claudia41313Guillermo,Claudia41313Guillermo3,Mañana,Destinatario de nuestra actividad laboral (Cliente / paciente / alumno),Trabajó,Trabajó,1,1,1,1,1,8,8,Lugar de trabajo,4,300,10:00:00,9,300,300,300,300,300,2400,2400,2700
Claudia41313Guillermo4,Claudia41313Guillermo,Claudia41313Guillermo4,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Lugar de trabajo,4,15,13:00:00,,15,15,15,15,15,120,135,
Claudia41313Guillermo5,Claudia41313Guillermo,Claudia41313Guillermo5,Tarde,Estaba solo,Trabajó,Trabajó,1,1,1,1,1,7,8,Lugar de trabajo,4,195,15:00:00,,195,195,195,195,195,1365,1560,
Claudia41313Guillermo6,Claudia41313Guillermo,Claudia41313Guillermo6,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",4,15,16:00:00,,15,15,15,15,15,105,120,
Claudia41313Guillermo7,Claudia41313Guillermo,Claudia41313Guillermo7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",4,15,17:00:00,,15,15,15,15,15,120,135,
Claudia41313Guillermo8,Claudia41313Guillermo,Claudia41313Guillermo8,Tarde,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,4,15,17:00:00,,15,15,15,15,15,120,135,
Claudia41313Guillermo9,Claudia41313Guillermo,Claudia41313Guillermo9,Tarde,Estaba solo,Leyó / Estudió,Leyó o estudió,1,1,1,1,1,8,10,Casa donde vive,4,75,18:00:00,,75,75,75,75,75,600,750,
Claudia41313Guillermo10,Claudia41313Guillermo,Claudia41313Guillermo10,Noche,Con otros familiares,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",13,10,18:00:00,9,10,10,10,10,10,80,90,90
Claudia41313Guillermo11,Claudia41313Guillermo,Claudia41313Guillermo11,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",13,10,18:00:00,,10,10,10,10,10,80,90,
Claudia41313Guillermo12,Claudia41313Guillermo,Claudia41313Guillermo12,Noche,Estaba solo,Fue de compras,Compras,1,1,1,1,1,8,9,Comercio de ropa u otro tipo de comercio de compras,13,20,19:00:00,,20,20,20,20,20,160,180,
Claudia41313Guillermo13,Claudia41313Guillermo,Claudia41313Guillermo13,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,9,9,"Viajó a algún lado (coche, caminando, bicicleta)",4,15,19:00:00,,15,15,15,15,15,135,135,
Claudia41313Guillermo14,Claudia41313Guillermo,Claudia41313Guillermo14,Noche,Con sus hijos jóvenes o nietos,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,8,9,Casa donde vive,4,30,19:00:00,10,30,30,30,30,30,240,270,300
Claudia41313Guillermo15,Claudia41313Guillermo,Claudia41313Guillermo15,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,9,10,Casa donde vive,4,90,20:00:00,10,90,90,90,90,90,810,900,900
Claudia41313Guillermo16,Claudia41313Guillermo,Claudia41313Guillermo16,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,10,Casa donde vive,4,40,21:00:00,10,40,40,40,40,40,320,400,400
Claudia51309Fernando1,Claudia51309Fernando,Claudia51309Fernando1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",5,2,2,"1,62559846792212",2,7,7,Casa donde vive,5,20,7:00:00,,100,40,40,"32,5119693584424",40,140,140,
Claudia51309Fernando2,Claudia51309Fernando,Claudia51309Fernando2,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",2,7,2,2,6,6,9,Casa donde vive,5,10,7:00:00,,20,70,20,20,60,60,90,
Claudia51309Fernando3,Claudia51309Fernando,Claudia51309Fernando3,Mañana,Con sus hijos jóvenes o nietos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",5,7,2,2,2,7,9,"Viajó a algún lado (coche, caminando, bicicleta)",12,30,7:00:00,9,150,210,60,60,60,210,270,270
Claudia51309Fernando4,Claudia51309Fernando,Claudia51309Fernando4,Mañana,Con otros familiares,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",5,30,8:00:00,7,60,60,60,60,60,210,240,210
Claudia51309Fernando5,Claudia51309Fernando,Claudia51309Fernando5,Mañana,Con otros familiares,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,8,Casa donde vive,5,120,9:00:00,8,240,240,240,240,240,960,960,960
Claudia51309Fernando6,Claudia51309Fernando,Claudia51309Fernando6,Mañana,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,8,Casa donde vive,5,60,11:00:00,8,120,120,120,120,120,480,480,480
Claudia51309Fernando7,Claudia51309Fernando,Claudia51309Fernando7,Mañana,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,1,1,1,8,9,Casa donde vive,5,30,11:00:00,9,60,60,30,30,30,240,270,270
Claudia51309Fernando8,Claudia51309Fernando,Claudia51309Fernando8,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,9,10,Casa donde vive,5,40,12:00:00,9,80,80,80,80,80,360,400,360
Claudia51309Fernando9,Claudia51309Fernando,Claudia51309Fernando9,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,3,6,7,"Viajó a algún lado (coche, caminando, bicicleta)",6,20,12:00:00,,40,40,40,40,60,120,140,
Claudia51309Fernando10,Claudia51309Fernando,Claudia51309Fernando10,Tarde,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,2,7,2,1,1,5,7,Lugar de trabajo,6,195,14:00:00,8,390,1365,390,195,195,975,1365,1560
Claudia51309Fernando11,Claudia51309Fernando,Claudia51309Fernando11,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,3,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",5,20,16:00:00,,40,40,40,40,60,160,180,
Claudia51309Fernando12,Claudia51309Fernando,Claudia51309Fernando12,Tarde,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",2,1,1,1,2,8,10,Casa donde vive,5,15,16:00:00,,30,15,15,15,30,120,150,
Claudia51309Fernando13,Claudia51309Fernando,Claudia51309Fernando13,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,5,6,9,Casa donde vive,5,20,17:00:00,9,20,20,20,20,100,120,180,180
Claudia51309Fernando14,Claudia51309Fernando,Claudia51309Fernando14,Noche,Con sus hijos jóvenes o nietos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,2,1,2,3,9,10,"Viajó a algún lado (coche, caminando, bicicleta)",11,15,17:00:00,9,15,30,15,30,45,135,150,135
Claudia51309Fernando15,Claudia51309Fernando,Claudia51309Fernando15,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",5,15,17:00:00,,15,15,15,15,15,120,135,
Claudia51309Fernando16,Claudia51309Fernando,Claudia51309Fernando16,Noche,Con su pareja,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,5,50,18:00:00,10,50,50,50,50,50,400,450,500
Claudia51309Fernando17,Claudia51309Fernando,Claudia51309Fernando17,Noche,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,1,2,1,4,6,9,"Viajó a algún lado (coche, caminando, bicicleta)",11,15,18:00:00,10,30,15,30,15,60,90,135,150
Claudia51309Fernando18,Claudia51309Fernando,Claudia51309Fernando18,Noche,Con otros familiares,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,5,7,9,"Viajó a algún lado (coche, caminando, bicicleta)",5,15,18:00:00,10,30,30,30,30,75,105,135,150
Claudia51309Fernando19,Claudia51309Fernando,Claudia51309Fernando19,Noche,Con otros familiares,Comió,"Dedicación personal (comió, bañó, descansó)",5,2,1,1,5,9,10,Casa donde vive,5,60,19:00:00,10,300,120,60,60,300,540,600,600
Claudia61301Mariana1,Claudia61301Mariana,Claudia61301Mariana1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,8,Casa donde vive,6,15,8:00:00,,15,15,15,15,15,105,120,
Claudia61301Mariana2,Claudia61301Mariana,Claudia61301Mariana2,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,8,Casa donde vive,6,15,8:00:00,,15,15,15,15,15,120,120,
Claudia61301Mariana3,Claudia61301Mariana,Claudia61301Mariana3,Mañana,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,8,8,Casa donde vive,6,120,9:00:00,,120,120,120,120,120,960,960,
Claudia61301Mariana4,Claudia61301Mariana,Claudia61301Mariana4,Mañana,Con sus hijos jóvenes o nietos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,5,1,1,6,4,8,Casa donde vive,6,90,11:00:00,,90,450,90,90,540,360,720,
Claudia61301Mariana5,Claudia61301Mariana,Claudia61301Mariana5,Mañana,Con sus hijos jóvenes o nietos,Comió,"Dedicación personal (comió, bañó, descansó)",1,7,1,1,5,6,8,Casa donde vive,6,30,12:00:00,9,30,210,30,30,150,180,240,270
Claudia61301Mariana6,Claudia61301Mariana,Claudia61301Mariana6,Tarde,Con sus hijos jóvenes o nietos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,6,1,1,5,6,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,15,12:00:00,10,15,90,15,15,75,90,120,150
Claudia61301Mariana7,Claudia61301Mariana,Claudia61301Mariana7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,6,1,1,6,5,8,"Viajó a algún lado (coche, caminando, bicicleta)",6,15,12:00:00,,15,90,15,15,90,75,120,
Claudia61301Mariana8,Claudia61301Mariana,Claudia61301Mariana8,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,6,1,1,4,3,8,Casa donde vive,6,30,13:00:00,,30,180,30,30,120,90,240,
Claudia61301Mariana9,Claudia61301Mariana,Claudia61301Mariana9,Tarde,Estaba solo,Trabajó,Trabajó,1,6,1,1,5,5,8,Casa donde vive,6,190,15:00:00,,190,1140,190,190,950,950,1520,
Claudia61301Mariana10,Claudia61301Mariana,Claudia61301Mariana10,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,5,1,1,5,5,8,"Viajó a algún lado (coche, caminando, bicicleta)",12,15,16:00:00,,15,75,15,15,75,75,120,
Claudia61301Mariana11,Claudia61301Mariana,Claudia61301Mariana11,Tarde,Con sus hijos jóvenes o nietos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,3,1,1,6,5,8,"Viajó a algún lado (coche, caminando, bicicleta)",6,15,17:00:00,10,15,45,15,15,90,75,120,150
Claudia61301Mariana12,Claudia61301Mariana,Claudia61301Mariana12,Tarde,Con sus hijos jóvenes o nietos,Comió,"Dedicación personal (comió, bañó, descansó)",1,4,1,1,4,7,8,Casa donde vive,6,60,17:00:00,10,60,240,60,60,240,420,480,600
Claudia61301Mariana13,Claudia61301Mariana,Claudia61301Mariana13,Noche,Con sus hijos jóvenes o nietos,Cuidó a los niños,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,6,4,1,5,3,8,Casa donde vive,6,120,19:00:00,10,120,720,480,120,600,360,960,1200
Claudia61301Mariana14,Claudia61301Mariana,Claudia61301Mariana14,Noche,Con pareja e hijos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,5,3,1,5,4,8,Casa donde vive,6,60,20:00:00,10,60,300,180,60,300,240,480,600
Claudia61301Mariana15,Claudia61301Mariana,Claudia61301Mariana15,Noche,Con pareja e hijos,Comió,"Dedicación personal (comió, bañó, descansó)",1,3,1,1,1,7,8,Casa donde vive,6,60,21:00:00,10,60,180,60,60,60,420,480,600
Claudia61301Mariana16,Claudia61301Mariana,Claudia61301Mariana16,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,6,5,8,Casa donde vive,6,120,23:00:00,10,120,120,120,120,720,600,960,1200
Claudia61303Daniel1,Claudia61303Daniel,Claudia61303Daniel1,Mañana,Con sus hijos jóvenes o nietos,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,6,10,7:00:00,10,10,10,10,10,10,90,100,100
Claudia61303Daniel2,Claudia61303Daniel,Claudia61303Daniel2,Mañana,Con sus hijos jóvenes o nietos,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,6,"7,95789473684211",Casa donde vive,6,10,7:00:00,9,10,10,10,10,10,60,"79,5789473684211",90
Claudia61303Daniel3,Claudia61303Daniel,Claudia61303Daniel3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,6,1,1,1,6,8,"Viajó a algún lado (coche, caminando, bicicleta)",FZ,15,7:00:00,,60,90,15,15,15,90,120,
Claudia61303Daniel4,Claudia61303Daniel,Claudia61303Daniel4,Mañana,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,1,9,5,1,6,5,9,Lugar de trabajo,FZ,300,10:00:00,9,300,2700,1500,300,1800,1500,2700,2700
Claudia61303Daniel5,Claudia61303Daniel,Claudia61303Daniel5,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,4,1,1,1,7,9,"Viajó a algún lado (coche, caminando, bicicleta)",6,15,12:00:00,,15,60,15,15,15,105,135,
Claudia61303Daniel6,Claudia61303Daniel,Claudia61303Daniel6,Tarde,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,6,15,12:00:00,,15,15,15,15,15,120,135,
Claudia61303Daniel7,Claudia61303Daniel,Claudia61303Daniel7,Tarde,Con sus hijos jóvenes o nietos,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,10,Casa donde vive,6,60,13:00:00,10,60,60,60,60,60,480,600,600
Claudia61303Daniel8,Claudia61303Daniel,Claudia61303Daniel8,Tarde,Con sus hijos jóvenes o nietos,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,8,Casa donde vive,6,10,14:00:00,10,10,10,10,10,10,70,80,100
Claudia61303Daniel9,Claudia61303Daniel,Claudia61303Daniel9,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",3,4,1,1,1,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",FZ,15,14:00:00,,45,60,15,15,15,105,120,
Claudia61303Daniel10,Claudia61303Daniel,Claudia61303Daniel10,Tarde,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,1,8,1,1,6,4,10,Lugar de trabajo,FZ,360,17:00:00,9,360,2880,360,360,2160,1440,3600,3240
Claudia61303Daniel11,Claudia61303Daniel,Claudia61303Daniel11,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,3,1,1,1,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",6,15,20:00:00,,15,45,15,15,15,105,120,
Claudia61303Daniel12,Claudia61303Daniel,Claudia61303Daniel12,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,9,Casa donde vive,6,15,20:00:00,,15,15,15,15,15,105,135,
Claudia61303Daniel13,Claudia61303Daniel,Claudia61303Daniel13,Noche,Con sus hijos jóvenes o nietos,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,6,60,21:00:00,10,60,60,60,60,60,540,600,600
Claudia61303Daniel14,Claudia61303Daniel,Claudia61303Daniel14,Noche,Con sus hijos jóvenes o nietos,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,8,9,Casa donde vive,6,30,22:00:00,10,30,30,30,30,30,240,270,300
Claudia61307Elisabet1,Claudia61307Elisabet,Claudia61307Elisabet1,Mañana,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,10,Casa donde vive,6,30,8:00:00,10,30,30,30,30,30,240,300,300
Claudia61307Elisabet2,Claudia61307Elisabet,Claudia61307Elisabet2,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,6,30,8:00:00,,30,30,30,30,30,240,270,
Claudia61307Elisabet3,Claudia61307Elisabet,Claudia61307Elisabet3,Mañana,Destinatario de nuestra actividad laboral (Cliente / paciente / alumno),Trabajó,Trabajó,6,1,1,1,1,7,8,Casa donde vive,6,210,10:00:00,9,1260,210,210,210,210,1470,1680,1890
Claudia61307Elisabet4,Claudia61307Elisabet,Claudia61307Elisabet4,Tarde,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,1,1,1,1,8,8,Casa donde vive,6,60,12:00:00,,300,60,60,60,60,480,480,
